10	1136921850359848960	#DhoniKeepsTheGlove | WATCH: Sports Minister Kiren Rijiju issues statement backing MS Dhoni over 'Balidaan Badge', tells BCCI to take up the matter with ICC and keep government in the know as nation's pride is involved    https://t.co/zuo5335Rjr	NOT	None	NULL
11	1139597122683265026	@politico No. We should remember very clearly that #Individual1 just admitted to treason . #TrumpIsATraitor  #McCainsAHero #JohnMcCainDay	HOF	HATE	TIN
12	1139476832409944064	@cricketworldcup Guess who would be the winner of this #CWC19?     Team who gets maximum points from the abandoned matches 😄 #ShameOnICC #WIvsENG @ICC	NOT	None	NULL
14	1140522202300911616	Corbyn is too politically intellectual for #BorisJohnsonShouldNotBePM   Can't wait   #GeneralElectionNow https://t.co/pt8KmjfxJj	NOT	None	NULL
15	1139687317394751489	All the best to #TeamIndia for another swimming competition on Sunday against #Pakistan.     #INDvPAK #ShameOnICC  #CWC19 #CWC19Rains ☔☔ https://t.co/MG2cIE0zib	NOT	None	NULL
16	1140130429925642241	@kellymiller513 @TheRealOJ32 I hope you remembered to wipe the blood off of you, after the pic was taken.  #bloodonhishands #murderer	NOT	None	NULL
17	1139769323180810240	@ICC Latest design of #WC2019 trophy. #CWC2019 #CWC19 #ShameOnICC https://t.co/g3mRuphBzE	NOT	None	NULL
19	1139047262045331456	#ADOS #trendingnow #blacklivesmatter #justice #fucktrump  ‘Central Park Five’ Prosecutor Elizabeth Lederer Out at Columbia Law School https://t.co/7S1Lu7wi53	HOF	PRFN	TIN
20	1138488101108629504	Thanks for your support! Wow 600k. Graffiti has a massive impact nowadays, do not forget to show your own opinion!     #AllColorsAreBeautiful   #PowerToThePeople  #FuckRacism   #FuckTrump   #MakeLoveNotWar… https://t.co/4hc5UiDgLj	NOT	None	NULL
22	1136978636639223808	By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that this is not related to any political/religious/racial activities    This is about our #NationalPride    #DhoniKeepsTheGlove	NOT	None	NULL
23	1138068660944117765	Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with @msdhoni  #DhoniKeepsTheGlove #DhoniKeSaathDesh   #IndiaWithDhoni https://t.co/xFO4KNyj8b	NOT	None	NULL
28	1140419987921915904	I don’t know how much more I can take! 45 is a compulsive liar! #Trump30Hours #TrumpIsATraitor	HOF	HATE	TIN
29	1139482032973631489	#ShameOnICC@ICC WINNER TEAM-RAIN  ICC RUN UP TEAM-RAIN  ICC MAN OF THE MATCH-RAIN  ICC MAN OF THE SERIES-RAIN  BEST BOWLER-RAIN  BEST WICKETKEPER-RAIN https://t.co/nEL5SXz6om	NOT	None	NULL
32	1139805273210511362	@narendramodi  @pmoindia_namo  @narendramodi  @PMOIndia  @AmitShah  @RamNanthKobind  Grevious assault on jr doctors in all medical colleges in WB. No action being taken for safety security and justice. PM sir please intervene asap.  #Savethedoctors  #DoctorsFightBack	NOT	None	NULL
36	1137257860239245312	ICC denies request from BCCI to allow MSD wear gloves with Army insignia.    @ICC @BCCI #DhoniKeepTheGlove #DhoniKeepsTheGlove	NOT	None	NULL
37	1139348658137079814	Good work @ICC keep going just destroy the whole fucking world cup #ShameOnICC https://t.co/ELvq7PAuY9	HOF	PRFN	TIN
42	1140396947439783937	Wow, you're full of it @MattHancock   #BorisJohnsonShouldNotBePM   #KickThemOut https://t.co/mbl0wsYroj	NOT	None	NULL
43	1137150546618413056	All Indian spectators shd hv #BalidanBadge in ground, #DhoniKeepsTheGlove #DhoniKeepBalidaanBadgeGlove #DhoniKeepsTheGlove #DhoniKeSathDesh	NOT	None	NULL
44	1137274002009776128	@ICC  @BCCI  What about Virat Kholi tattoos 😂😂    #DhoniKeepsTheGlove https://t.co/hGaAB9GCyD	NOT	None	NULL
47	1137150586128744448	Which is more important?  #IndiaWithDhoni   #DhoniKeepsTheGlove https://t.co/Iib4R9P0qn	NOT	None	NULL
48	1139950322707771392	@KBMteam @iowaspeedway @HBurtonRacing @rileyherbst @ToddGilliland_ @CSmithDrive @rileyherbst is gonna crash. #Douchebag	NOT	None	NULL
49	1139806033180684288	Harbor N Bay Mens Boxer Short Pack of 2 @ Rs.299    https://t.co/tceazILuQp    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
51	1137089421281333248	ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #DhoniKeepsTheGlove https://t.co/HuGm4DiLuL	NOT	None	NULL
52	1139408371780423682	#ShameOnICC  1. ICC on Dhoni's gloves                    Vs  2.ICC planning the World Cup https://t.co/4kO3zKt7ln	HOF	HATE	TIN
54	1139579210366742529	Senior #Doctors of #RGKar greeted with applause &amp; ovation by #JuniorDoctors after they came back submitting #Resignation.    Hear them. This is not orchestrated. This is not paid stunt. These are docs mass-resigning in protest.    #DoctorsFightBack #SaveTheDoctors #IstandwithNRS https://t.co/3c4z1X26hm	NOT	None	NULL
55	1140639012417396736	Empty podiums make too much noise     #ToryLeadershipDebate #UKPM #BorisJohnsonShouldNotBePM #Leadersdebate #GTTO #JC4PM2019 #frightnight https://t.co/aDgCqhdDTl	NOT	None	NULL
56	1139803161391034368	#ShameOnICC #iccworldcup2019 world cup reality https://t.co/MhPD5gDVze	NOT	None	NULL
58	1137705097683722240	Disgusting! And they don’t change their culture or come up with vetting system or preventative ways to stop this from occurring. This will continue to happen. The Catholic Church needs to go! #rapist #ChildTrafficking #CatholicChurch #CatholicTwitter https://t.co/tb4tSoD2Lz	HOF	HATE	TIN
66	1139847972068265985	GOQii VITAL - Colour Display Blood Pressure Monitor  @ Rs.1999 (mrp-3499)    https://t.co/f9OHrx9kd2    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
73	1139594009091772417	500 doctors have already resigned in #Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #SaveTheDoctors	NOT	None	NULL
76	1139587774539894785	Hi everyone, I'm in Kolkata and just thought I'd let you know about some crazy goings on in the medical world here, which has become front page news.    Recent years have seen a rise in violence against doctors, often the most junior.     #DoctorsFightBack https://t.co/Wk3I7bXMR1	NOT	None	NULL
77	1139744941578440705	@BCCI @ICC @englandcricket Worst ever world cup arrangement in cricket history #ShameOnICC #ShameOnEngland  #WC2019 No swimming pool, gym in hotel. #EnglishBeggers #RoyalBeggers	NOT	None	NULL
78	1139557546744864769	@realDonaldTrump fuck you and go fuck yourself you piece of shit someone get this asshole a jail cell for his birthday #ImpeachTrumpNow #fucktrump #dickstaindonald #DerangedDonald https://t.co/41eFBCu2uD	HOF	PRFN	TIN
80	1139614460509863937	Donald Trump lies.  #TrumpIsATraitor   Happy #JohnMcCainDay ! https://t.co/uaFNXVT2m5 https://t.co/WeBD6lhm54	NOT	None	NULL
84	1140270590764486656	@TheRealOJ32 Of all the retired NFL players, why is it that you DON’T suffer from CTE?     You should be at the bottom of a pool you mistook for an elevator. #murderer	HOF	HATE	TIN
85	1139842528402952192	The Telegraph´s use of the word ´crown´ with regard to Boris Johnson just says it all.  #BorisJohnsonShouldNotBePM   https://t.co/ynmm0Ryugq	NOT	None	NULL
86	1139568064322625537	#DoctorsFightBack | No doctor wishes to stop emergency services: Dr Sayantan Banerjee, Resident doctor, AIIMS (Relative of assaulted Dr Paribaha Mukherjee) https://t.co/6OhGHwzPKy	NOT	None	NULL
87	1139749420218499072	@timesofindia No worries @timesofindia because there will be on only one winner   And that is  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  Rains🤷   #ShameOnICC   .  .  .  .	NOT	None	NULL
89	1137638503494356993	Will @ImRo45 score a 100 again today?  Predict @ https://t.co/miljukaKu1 and win prizes.   #INDvAUS #DhoniKeepsTheGlove   #DhoniAtCWC19 https://t.co/rZ1dlFsKOX	NOT	None	NULL
91	1139864545734930433	DON'T support a country Who has Concentration Camps againts small etnich groups and religions      DON'T support the violencie and discrimination 🚫    #HumanRights #BoycottChina #StopRacismo #Diversity #China #EndHate #StopViolence https://t.co/FLmiZWIFjY	NOT	None	NULL
92	1137035631777816576	#DhoniKeepsTheGlove@ICC you are zero without dhoni like captain,person... https://t.co/jxBh5MW1L5	NOT	None	NULL
93	1139860934204317696	@ashwinnagar @MamataOfficial For interest of puplic she is speaking #DoctorsFightBack #doctors @MamataOfficial #MamataBanarjee	NOT	None	NULL
94	1139472630891724801	Now if all remaining matches will get washed   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Ban - 8   SA - 6  Afg - 6    Semis  Aus vs NZ (If rain doesn't stop)  NZ  Eng vs Ind (If rain doesn't stop)  Ind    Final  Ind vs NZ (If rain doesn't stop)  NZ - India will win #ShameOnICC	NOT	None	NULL
97	1138920583876554754	@Werdnat This crazy Manbaby will probably paint it gold.  Not gawdy at all.    #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  ┌∏┐ (•˽•)┌∏┐	HOF	PRFN	TIN
101	1139301732004048896	This is everything. #fucktrump https://t.co/e2C48U3pss	HOF	PRFN	TIN
104	1139837677858148352	@AMISHDEVGAN Where were the IMA &amp; other associations when doctors were being hounded for a year after #BRDOxygenTragedy without any fault of their own? Doctors need to stand up with each other, no matter who the assaulter is and who is in power  #DoctorsFightBack #DoctorsProtest	NOT	None	NULL
105	949088889901219842	Hey Trump ! These lovely ladies got something to tell ya ....  #FUCKTRUMP https://t.co/s1WhlaPaMf	HOF	PRFN	TIN
106	1139591680540254208	I love this bill, I think they should start printing them #FuckTrump https://t.co/NY9CuyivGl	HOF	PRFN	TIN
107	1138104428060381184	So basically he’s not vegan #dickhead 🙄 https://t.co/Z2SPDxudxp	HOF	PRFN	TIN
108	1140399766339276802	@TheRealOJ32 The world will rejoice when you die. #murderer #classless	HOF	OFFN	TIN
111	1139860130541928449	Acoustic &amp; Electric Guitar Kits from Rs.1699    https://t.co/wXRyzchSIH    Guitars &amp; Other Musical Instruments Upto 75% off    https://t.co/NCQt99ChnD    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	None	NULL
112	1138801048011886593	@realDonaldTrump Maybe @LindseyGrahamSC should take his lips off your ass, read the report, and get with the dems and everyone else with half a brain and get YOU out of the White House! 🤷‍♂️ #POSPOTUS #ASSKISSERS #ImpeachTrump #FuckTrump #ButNotLiterallyLindsey	HOF	PRFN	TIN
113	1138986868404555776	https://t.co/soiOMk5pal    “This ruling sends a clear message that Muslim voices will not be silenced by threats and hate.” - @DeanObeidallah via @WashTimes     @MuslimAdvocates helped represent Mr. Obeidallah.     #AntiMuslim #Islamophobia #Justice https://t.co/9oV1I1zxev	NOT	None	NULL
118	1137859991879032832	-50'C to -70'C avg. temp in #Siachen, in winters(avg. people feel cold +15'C)    In such #Skull freezing envrmnt #IndianArmy protect #us    But people like kanahiya kumar referred #IndianArmy as #rapist and supports who abuses and throw stones at #IndianArmy    https://t.co/gI6xQum7Ln	NOT	None	NULL
120	1139864968956788736	Mamta ji pls don't drag Muslims in this case no one said they won't treat any particular religion   I am  a muslim pls stop speculating situation based on religion  Stop playing bloody politics   #MamtaBanerjee #DoctorsFightBack #India #westbengal #trinamool	NOT	None	NULL
122	1140634252800856066	Are you watching, Johnson?  #borisjohnson  #BorisJohnsonShouldNotBePM #incompetent https://t.co/ysNwC9fGuI	NOT	None	NULL
123	1138416419496976385	Well come to New Pakistan with new rates   #Budget2019 #PTIGovernment #imranhataomulkbachao https://t.co/Jj2Ip6YvSZ	NOT	None	NULL
124	1140371784774094849	@realDonaldTrump Just this: T.R.U.M.P  is ...    GOOD! HE SHOULD BE!    #TrumpIsATraitor https://t.co/5LbpbOCrdg	NOT	None	NULL
127	1140658905565020160	just going to leave this here 👏🏻 keep your eyes and mind open to how the media portray people and remember, question everything #Leadersdebate #BorisJohnsonShouldNotBePM https://t.co/xIKypuvnLA	NOT	None	NULL
128	1139687739337560064	All the best to #TeamIndia for another swimming competition on Sunday against   #India 🇮🇳 #Pakistan. 🇵🇰     #INDvPAK #ShameOnICC  #CWC19 #CWC19Rains ☔☔ https://t.co/LmI5bnCCvR	NOT	None	NULL
131	1139328440220475393	Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/oQkq0Ya6Gy	NOT	None	NULL
134	1139785130019438593	@ICC @bira91 This world cup 19 should be ban !! 😡😡 Rain rain rain motherfuckerr ICC   Shift this world to another country or ban this world cup 19 😡😡   #ShameOnICC 😡😡	HOF	PRFN	TIN
135	1139816368528695298	Learn how to cover up the ground #ShameOnICC	NOT	None	NULL
